Gardiners,Transliteration,English
S29M17G1X1Z4D57D40,siAty,"mutilator, twister of speech, cheater"
D57X1Z4A1,siAty,"mutilator, twister of speech"
S29M17G1X1D57,siAty,cheater
S29E9G43M17M17A2,siwy,"announce someone, make a complaint against"
S29E9G43,siwy,"announce someone, make a complaint against"
S29E9D21,siwr,make pregnant
S29E9Z7M17D53,siwr,make pregnant
S29E9G43V28N35A,siwH,inundate
S29E9Z7V28N35AD40,siwH,rob ?
S29Q3Y2,sip,"inspect, examine, revise, entrust, allot, assign,
destine to a fate, organize household"
S29M17Q3Y1,sip,"inspect, examine, revise, entrust, allot, assign,
destine to a fate, organize household"
S29Q3Y2,sip,inspection
S29M17Q3Y1,sip,inspection
M17S29Q3Y1,sip,inspection
S29M17Q3X1,sipty,inspect
S29M17Q3X1Z4Y1,sipty,inspect
S29M17Q3X1,sipty,investigation
S29M17Q3X1Z4Y1,sipty,investigation
S29M17Q3X1G36D21V12,sipty wr,inventory
S29M17Q3X1,sipty,investigation
S29M17Q3X1Z4Y1,sipty,investigation
S29M17U1M1Y1,simA,make well-disposed to
S29M1Y1,simA,make well-disposed to
S29M17M1G17Y1,simA,make well-disposed to
S29U1G1G17M1Y1,simA,make well-disposed to
S29M17N35Aa2N23,sin,clay
S29M17N35Aa2N23,sin,be sealed with clay
S29M17K1N35X1Z2,sint,clay seal
O34K1V1G43Z2,sinw,ropes
O34M17N35D36,sin,"rub, rub out, obliterate, rub together"
O34K1N35,sin,"rub out, obliterate"
O34M17K1N35D36,sin,"rub out, obliterate"
S29M17K1N35Z7D40,sin,rub
S29M17K1N35T30,sin,sever neck
S29M17K1N35D54,sin,wait for
S29M17K1N35D41D54,sin,wait for
S29M17N35D54,sin,"run, pass away die"
S29M17N35D54,sin,courier
S29M17K1N35D54,sin,run
S29M17N35Aa2D54,sin,pass away die
S29M17K1N35X1P1,sint,canoe
S29M17K1N35D46G37,sind,make miserable
S29M17O4G17D54,sihm,hold back
S29M17V28E31,saH,noble
S29M17S29S28,sis,six - weave linen
Z2Z2S28,sis,six - weave linen
S29M17M40S29Z4M2,sisy,"lighten burden, lessen"
S29M17O34G37,sisy,"lighten burden, lessen"
S29M17N29D21Y1,siqr,"enrich someone, make perfect the deceased,
make splendid a building"
S29M17V13N35,siTn,subordinate someone to
S29M17D46A24,sid,make impotent
S29O29D36G1M17M17Y1,saAy,"make great of size, rank, position, magnify
god, truth"
S29O29D36G1M17M17Y1,saAy,"increase benefits, glorify life on earth"
S29O29V,saAy,"make great of size, rank, position, magnify
god, truth"
S29O29V,saAy,"increase benefits, glorify life on earth"
S29O29D36,saAy,"make great of size, rank, position, magnify
god, truth"
S29O29D36,saAy,"increase benefits, glorify life on earth"
S29O29VM17M17B2,saAy,tremble
S29O29D36G1M3,saA,gunwale
S29D36V4G1Aa2,sawA,cause to go bad
S29D36D58F17,swab,cleanse
O34D36D58Y1,sab,be equipped with
O34D36D58Y1S42,sab,be equipped with
S29D36D58T30,sab,"saw out timbers, take out, circumsize,
castrate"
S29D36G17F10,sam,"wash down medicine, swallow, inlay"
S29D36N35D6,san,beautify
S29S34N35Aa1,sanx,"make live, preserve, revive dead, nourish,
feed, perpetuate name"
S29S34,sanx,"make live, preserve, revive dead, nourish,
feed, perpetuate name"
S29S34N35Aa1A1,sanx,sculptor
S29D36N35D46G37,sand,"make little of, lessen, diminish"
S29D36D21N31D54,sar,"cause to ascend, make to rise in rank"
S29D36D21N31D54,sar,"cause to approach of death, bring to an end,
forward pleas, affairs"
S29D36D21N31D54,sar,"bring, present, publish report, obtain royal
bounty, report evil"
S29D36D21D54,sar,"cause to ascend, make to rise in rank"
S29D36D21D54,sar,"cause to approach of death, bring to an end,
forward pleas, affairs"
S29D36D21D54,sar,"bring, present, publish report, obtain royal
bounty, report evil"
S29D36D21Z4N31D54,sar,"cause to ascend, make to rise in rank"
S29D36D21Z4N31D54,sar,"cause to approach of death, bring to an end,
forward pleas, affairs"
S29D36D21Z4N31D54,sar,"bring, present, publish report, obtain royal
bounty, report evil"
S29D36D21M17M17W9C,sary,ewer on a stand
S29D36D21M17M17X1N31I13,saryt,uraerus
S29D36D21N29V12,sarq,"finish off, complete, put a stop to"
S29V12N29,sarq,"finish off, complete, put a stop to"
S29D36D21N29V12T30D40,sarq,kill
S29D36V28Z5,saH,"rank, dignity, dignities plural, honours plural"
S29D36V28S6,saH,"rank, dignity of Royalty"
E31,saH,"rank, dignity, dignities plural, honours plural"
E31Y1Z2,saH,"rank, dignity, dignities plural, honours plural"
S29D36V28E31,saH,"rank, dignity, dignities plural, honours plural"
S29D36V28S20,saH,"rank, dignity, dignities plural, honours plural"
S29D36V28E31A1,saH,"noble, dignitary"
E31A1,saH,"noble, dignitary"
S29M17V28E31,saH,"noble, dignitary"
O34D36V28A40,saH,"noble, dignitary"
O34D36V28E31A52,saH,"noble, dignitary"
S29D36V28E31,saH,be noble
E31Y1,saH,ennoble
E31Z1,saH,be noble
O34D36V28S20Y1,saH,be noble
O34D36V28A53,saH,mummy mummified person
O34D36V28S20A50,saH,mummy mummified person
O34D36V28S20,saH,mummy mummified person
S29D34D40,saHA,make to vie with
S29P6D36D54,saHa,"raise up, cause to stand, set up, erect, insatl,
accuse, establish against"
S29P7,saHa,"raise up, cause to stand, set up, erect, insatl,
accuse, establish against"
S29P6A21,saHa,"raise up, cause to stand, set up, erect, insatl,
accuse, establish against"
O34D36O34D36G37,sasa,deface
S29I1G1Z2,saSA,"make numerous, multiply"
S29I1,saSA,"make numerous, multiply"
S29I1Z2,saSA,"make numerous, multiply"
S29I1Z2D40,saSA,"police, policeman"
S29I1Z2D54,saSA,escort
S29G35N29D54,saq,"cause to enter, bring to land, bring, send in,
drive animals"
S29D36N29D54,saq,"cause to enter, bring to land, bring, send in,
drive animals"
R8S29G35N29W3,saq nTr,entry of god in procession
S29G35N29M17M17A1D54,saqy,head of family
S29V26D46Y1,saD,make hale
M23X1Z1M2,swt,"scirpus - reed, emblem of Upper Egypt"
M23G43,sw,not translated
M23G43,sw,"he, him, it"
M23G43,sw,"he, she, it"
S29G43X1P5,swt,force of wind
M23X1,swt,force of wind
S29S29S29G43N5Z2,sww,"day, dates in time"
O35G43N5Z2,sww,"day, dates in time"
S29G43N5Z2,sww,"day, dates in time"
O34V4G1Z9D40,swA,"break, cut throat, cut off, cut down"
Z9D40,swA,"break, cut throat, cut off, cut down"
Z9T30D40,swA,"break, cut throat, cut off, cut down"
S29V4G1N31D54,swA,"pass on road, escape from, surpass someone,
pass away, transgress, occur"
Z9D54,swA,"pass on road, escape from, surpass someone,
pass away, transgress, occur"
Z9N31,swA,"pass on road, escape from, surpass someone,
pass away, transgress, occur"
S29V4G1D54,swA,"pass on road, escape from, surpass someone,
pass away, transgress, occur"
S29V4G1Z9N31,swA,"pass on road, escape from, surpass someone,
pass away, transgress, occur"
S29V4G1X1N31D54,swAt,what is past
S29V4G1G43N31D54,swAw,journey
S29V4G1V4G1,swAwA,ponder
S29V4G1V28V29Y1,swAH,"make to endure, to last, make stay in house,
lengthen life, last long"
S29V29Y1,swAH,"make to endure, to last, make stay in house,
lengthen life, last long"
S29V29V28Y1,swAH,"make to endure, to last, make stay in house,
lengthen life, last long"
S29V4N37A30,swAS,"pay honour to, applaud"
S29V4N37Y1,swAS,"pay honour to, applaud"
S29V4G1N37A28,swAS,"pay honour to, applaud"
O34V4G1N37A30Y1,swAS,"pay honour to, applaud"
S29M14Y1,swAD,"make green herbage, make to flourish of
person, office"
S29M14Y1,swAD,"make prosperous of years, richly provide
altars, refurbish stela"
S29M13Y1,swAD,"make green herbage, make to flourish of
person, office"
S29M13Y1,swAD,"make prosperous of years, richly provide
altars, refurbish stela"
S29M13I10,swAD,"make green herbage, make to flourish of
person, office"
S29M13I10,swAD,"make prosperous of years, richly provide
altars, refurbish stela"
S29V4I10M13M13BY1,swAD,"make green herbage, make to flourish of
person, office"
S29V4I10M13M13BY1,swAD,"make prosperous of years, richly provide
altars, refurbish stela"
M23Z7M17X1M33B,swit,pill
S29D60N35A,swab,"cleanse, purify, decorate a building,
consecrate temple servants"
S29D60,swab,"cleanse, purify, decorate a building,
consecrate"
S29U26D58G1Y1,swbA,"open, reveal oneself"
S29U26Y1,swbA,"open, reveal oneself"
S29U26Y1D2Z1N35,swbA Hr n,instruct
S29U26Y1F34Z1,swbA ib,open the heart to wisdom
S29U26D58G29M17M17Y1,swbA,"open, reveal oneself"
S29G43D52X1Y1,swmt,"make thick, make stout the heart"
S29G43D52X1T14CT14C,swmt,"make thick, make stout the heart"
S29E34N35O31D40,swn,open
S29E34N35O31D40D2Z1,swn Hr,instruct
S29M42N35,swn,flattery
S29G43I9G39D54,swf,see entries   under  wsf
O34E34N35X1T11,swnt,arrow
S29E34N35T11G37,swn,perish
O34W81W24G43,swn,perish
S29E34N35T11G37Z3,swn,affliction
S29E34N35M17M17X1T11G37Z2,swnyt,pain
T11W24Z1A1,swnw,"physician, doctor"
T11N35Y1,swn,trade
T11N35X1Y1Z2,swnt,price
D21T11N35X1Y1Z2,r swnt,"as the price of, in exchange for"
D4T11N35X1Y1Z2,ir swnt,do trade
S29M42N35X1Y1,swnt,price
S29E34N35X1T11Y1,swnt,price
S29M42N35W24G43O233,swnw,tower
S29W24O233,swnw,tower
S29M42N35W24O36O1,swnw,tower
S29E34N35N35W24Z7T11N35AN36N23,swnnw,pond
S29E34N35N35N35A,swnnw,pond
O34G36D21D118,swr,drink
A2,swr,drink
O34G36D21W22,swr,drink
S29G36D21A410,swr,drink
S29G36D21M17A2,swr,drink
S29G36D21M17N35AA2,swr,drink
S29Z9D21M17N35AA2,swr,drink
A410,swr,drink
S29G36D21M17N35AA116B,swr,drink - supply
O34G36D21X1A116,swrt,drink - supply ?
S29G36D21,swr,"promote an official, increase herds"
S29G36G37D21D46,swrd,weary someone
S29G36D21D46A17G37,swrd,weary someone
S29O4G43A2,swhi,"boast of, vaunt with"
S29Z7O4G1A2,swhi,"boast of, vaunt with"
S29G43O4E21A2,swhi,"boast of, vaunt with"
S29G43O4Z4AA2,swhi,"boast of, vaunt with"
S29G43O4G1E21D40A2,swhi,"boast of, vaunt with"
S29Z7O4G1E21A24,swhA,break up of ship
S29G43O4N35O118,swhn,throw down building
S29G43O4N35O37Z9D40,swhn,throw down building
S29G43V28S28,swH,loincloth
S29G43V28V1,swH,loincloth
S29G43V28P5,swH,wind
S29G43V28X1H8,swHt,egg
S29G43V28X1H8Aa2,swHt,egg
H34X1Z2,swHt,those who are in the   egg
S29G43V28X1M3,swHt,coffin
S29G43V28X1V6,swHt,shroud
S29Z7Aa1N2,swx,spend the night
O34Z7M12G1G37,swxA,befool someone
S29G43M12G37Z4A,swxAy,decay
S29F12S29D21D40,swsr,"make strong, powerful"
S29F12D21D40,swsr,"make strong, powerful"
S29G43S29Aa1W10Y1,swsx,"widen, make wide, make spacious, extend
boundaries"
S29G43S29Aa1W10Y1,swsx,make extensive of movements
S29G43O34Aa1T24,swsx,"widen, make wide, make spacious, extend
boundaries"
S29G43O34Aa1T24,swsx,make extensive of movements
M23G43S29Aa1O39,swsx,"widen, make wie, make spacious, extend
boundaries"
M23G43S29Aa1O39,swsx,make extensive of movements
S29Z7N37D21N5,swSr,dry
S29Z7G28G17D36,swgm,"grind, pulverize"
S29G28G17D36,swgm,"grind, pulverize"
M23G43X1,swt,"he, it, rarely she"
M23G43X1,swt,but
M23G43X1I9,swt  .f,what is his
O34G43X1M33,swt,wheat
S29G43X1M33,swt,wheat
M23G43X1Z4C7,stX,Set
F27X1X1,swtwt,go forth
S29G43X1G43X1D54,swtwt,"walk about, journey, travel, go forth"
S29X1G43X1D54,swtwt,"go forth, walk about, journey, travel"
S29G43G43X1X1D54,swtwt,"walk about, journey, travel, go forth"
Aa18Z1X1G43O50Z4D54,swtwt,"walk about, journey, travel, go forth"
Q1X1O1S29G43X1G43X1D54,st swtwt,"avenue, promenade"
S29G43D46V1Z9D40,swdi,plant with trees
S29G43D46G43D46V48,swdwd,bandage
S29Z7D46I9D54,swdf,make to linger
S29V24I10Y1,swD,"hand over, pass on, assign office etc"
S29M13Y1,swD,"hand over, pass on, assign office etc"
S29M13I10Y1,swD,"hand over, pass on, assign office etc"
S29V24D46Y1,swD,"hand over, pass on, assign office etc"
S29V24G43A2,swD,"hand over, pass on, assign office etc"
S29V24G43Y1,swD,"hand over, pass on, assign office etc"
S29G43U28G1Y1,swDA,"make healthy, keep safe, calm fear"
S29G43U28Y1,swDA,"make healthy, keep safe, calm fear"
S29G43U28G1Y1F34Z1D2Z1,swDA ib Hr,inform about
S29G43U28G1D54,swDA,convey to someone
S29G43U28G1D54,swDA,go
S29Z7U28G1Z6,swDA,die
S29Z7V25D58F46Y1,swDb,wind rope around
S29D58D54,sb,overstep fence
S29D58T19BM3M29M29,sb nDm,Sweet flag ?
S29D58E15,sAb,jackal
O35D58Z4D54,sbi,"go, travel, attain, watch over, send, conduct to, spend, pass time, attain good repute,
approach"
O35,sbi,"go, travel, attain, watch over, send, conduct
to, spend, pass time, attain good repute, approach"
O35G37,sbi,"be faint, perish"
O35Z4D54,sbi,"be faint, perish"
O35G37N35N16N23Z1,sb n tA,crumble to dust
O35D58X1D54Y1Z2,sbt,"burden, cargo"
O35D58X1Y1Z2,sbt,"burden, cargo"
O35D58X1G37Z2,sbt,"wrong, evil"
O35X1G37,sbt,"wrong, evil"
O35D58M17M17I12,sby,uraeus
O35G43N5Z2,see entry under sww,dates
O35G43D40Z2,sbw,spoils of army
O35D58Z7Aa2Z2,sbw,squalor
O35Y1X1G43,sb .tw,in quest of
S29D58X1W14A,sbt,libation - jar
S29D58G1N14N5,sbA,star
N14Z1,sbA,star
S29D58N14G1O1,sbA,door
O32,sbA,door
N14O32,sbA,door
N14O1,sbA,door
N14G1O1,sbA,door
S29N14D58O32,sbA,door
S29D58N14G1A24,sbA,"teach, teaching"
S29N14D40,sbA,"teach, teaching"
N14G1A24,sbA,"teach, teaching"
S29D58N14Y1,sbA,"teach, teaching"
D36X1O1S29D58N14G1A24,at sbA,school
S29D58N14,sbA,"pupil, stutent"
S29D58N14G1M17M17X1Y1,sbAyt,"written teaching, instructions"
N14M17M17X1Y1Z2,sbAyt,"written teaching, instructions"
N14G1M17M17X1Y1,sbAyt,"written teaching, instructions"
S29D58N14M17M17X1Y1,sbAyt,"written teaching, instructions"
N14X1Y1,sbAty,"pupil, student"
S29D58N14U97,sbA,surveying instrument
U97Z2,sbA,surveying instrument
S29G29N29M1,sbAq,cleanse
S29G225N29M1,sbAq,cleanse
S29G29N29N29M1,sbAqq,"give a clear character to,  commend someone"
S29G29D58W11M17M17,sbAgy,make weary
O34G29W11M17M17,sbAgy,make weary
S29D58M17A13,sbi,rebel
S29D58M17T14A223,sbi,rebel
S29D58M17Aa26A13E,sbi,rebel
S29D58M17X1A15AZ3,sbit,rebels
S29D58M17I15,sbi,rebel - serpent a demon
O34D58M17A2,sbi,drink
S29D58M17G43A2A1,sbiw,flautist ?
S29D58M17N35G37,sbin,"alienate relatives, property"
S29D58N35G37,sbin,"alienate relatives, property"
S29D58M17X1W10F18,sbT,"laugh, laughter"
O34D58N35,sbn,"glide away of snakes, steer off course, diverge"
S29D58N35D54,sbn,"glide away of snakes, steer off course, diverge"
S29D58N35K1D54,sbn,"glide away of snakes, steer off course, diverge"
S29D58N35W24Z7K1,sbnw,fish
S29D58N35X1A17B1,sbnt,woman who breast feeds
S29D58N35D280X1E100B,sbnt,cow in suck
S29D58O4G1D55,sbhA,make to flee
S29D58V28F18A2,sbH,cry out
S29D58V28F18A2,sbH,cry
O34D58V28F18X1,sbHt,requisition
S29D58V28M17M17X1E1,sbHyt,lowing of cattle
S29D58Aa1W24Z1,sbx,jar
S29D58Aa1O13,sbx,"close arms around someone,  shut away from"
S29D58Aa1O14,sbx,"close arms around someone,  shut away from"
S29D58Aa1X1O32O1,sbxt,portal
S29D58Aa1X1O32O13,sbxt,portal
S29D58Aa1X1O32O14,sbxt,portal
O14X1,sbx,portal
S29D58Aa1X1O21,sbxt,pylon - shaped chest
S29D58N37M17M17D26,sbSy,make to vomit
S29D58N29D56,sbq,calf lower part of leg
S29D58N29D56,sbq,"splendid, precious"
D56Y1,sbq,splendid
S29D58N29Y1,sbq,"splendid, precious"
S29D58N29M1Y1,sbq,"splendid, precious"
I5AA40,sbk,Sobek crocodile god
S29D58V31I5,sbk,Sobek crocodile god
S29D58X1Z4O36,sbty,rampart
O36N21Z1,sbty,rampart
S29D58X1Z4N37N21Z1,sbty,enclosure
S29D58V13F18A2,sbT,laugh
S29D58V13F18A2D2Z1,sbT Hr,friendly
S29D58V13F18A2,sbT,"laughter, mirth"
S29D58M17X1W10F18,sbT,"laughter, mirth"
S29D58D46N37A7,sbdS,make weak
O34Q3X1O50,spt,threshing - floor
O34Q3O50,sp,"times, twice"
O34Q3O50,sp,"matter, affair, case"
O34Q3O50,sp,"deed, act"
O34Q3O50,sp,"misdeed, fault"
O34Q3O50,sp,"occasion, chance, venture, success"
O50Z4A,sp 2,twice repetition
N35O34Q3O50,n sp,"together, at once"
O34Q3O50N35D35X1X1G37Z2,sp n iwtt,in vain
D4O34Q3O50V28N35D36,ir sp Hna,deal with someone
O34Q3O50G37,sp,"misdeed, fault"
O34Q3O50D1Q3Z4,sp tpy,the creation
O34Q3O50,sp,"occasion, chance, venture, success, condition"
D35O34Q3O50,n sp,never
O34Q3O50,sp,"medicine, dose, portion of food"
O34Q3O50,spi,"remain over, be left out, excluded, abandoned"
O34Q3O50Y1,spi,"remain over, be left out, excluded, abandoned"
O34Q3O50M17M17X1Z2,spyt,remnant
O34Q3X1D12,spyt,remnant
O34Q3Z7N33Z2,spw,"fragments, bundles"
S29Q3X1D24,spt,"lip of mouth, vagina, wound, jar,"
D25X1Z5AZ5A,spty,"lip of mouth, vagina, wound, jar,"
O34Q3X1D24N21Z1,spt,"bank of waterway, shore, gunwale ?, edge of
horizon"
O34Q3X1N21,spt,shore
S29Q3X1R93,spt,ritual ? object
O34Q3G40G1L5,spA,centipede
S29G41G1Z7G39Z2,spAw,birds made to fly flushed from cover ?
S29Q3G40N24X1Z1,spAt,"district, nome"
Aa8X1Z1,spAt,"district, nome"
N24X1Z1,spAt,"district, nome"
S29Q3X1N24,spAt,"district, nome"
N24EX1Z1A1Z2,spAtyw,nomesmen
S29Q3N35D36P1,spna,"overturn, renew skin"
F42Z1F51,spr,rib
S29Q3D21F42,spr,rib
F42D21D54,spr,"arrive, reach, come"
F42D54,spr,"arrive, reach, come"
O34Q3D21F42D54,spr,"arrive, reach, come"
F42D21A2,spr,"appeal to, petition someone, make petition"
S29Q3D21F42A2,spr,"appeal to, petition someone, make petition"
F42D21X1A2,sprt,petition
S29Q3D21X1F42A2,sprt,petition
F42D21G43A2Y1Z2,sprw,petitions
F42D21G43A2A1,sprw,petitioner
F42D21G43A1,sprw,petitioner
F42D21M17M17A2A1,sprw,petitioner
S29Q3D21G43F42A2A1,sprw,petitioner
D21,r,indicates futurity
M17D21,r,"to, at, concerning, more than, so that, until,
according as"
D21,r,a  part in fractions
D21Z1N33A,r,fractions
D21Z1,r,"mouth, opening, utterance, speech, language,
intent"
I1G1Z2D21Z1,aSA r,chatter
D21Z1N35A,r,water's edge
D21Z1,r,water's edge
D21Z1G38,r,"goose, goose shaped cake, goose shaped
incense"
D21Z1F34Z1,r ib,chest
D21Z1D36X1Z4F51F51,r aty,joints arm and leg
D21Z1D36Z1,r awy,"end, limit, beside, near"
D21Z1D36D36,r awy,"hands, actions"
D21Z1D36D36Z7Z4,r awy,"hands, actions"
D21Z1D36D36O1,r awy,gate
D21Z1D36Z1O1,r awy,gate
D21Z1D36Z4G43,r awy,gate
D21Z1D36Z1M3X1Z1A24,r a xt,combat
D21Z1O31,r aA,entry into land
D21Z1V4G1X1N31,r wAt,"path, way"
D21Z1Q3G43,r pw,or
D21Q3G43,r pw,or
D21Z1O1Z1,r pr,"temple, chapel"
D21O1,r pr,"temple, chapel"
D21Z1O1O49,r pr,"temple, chapel"
D21Z1T10X1Z1T14A1Z2,r pDtyw,foreigners
D21Z1T9T14A1Z2,pDtyw,foreigners
D21Z1T9X1T14Z6Z2,pDtyw,foreigners
D21Z1F4X1Z1N35A,r HAt,river mouth
D21F4X1Z1N36,r HAt,river mouth
D21Z1F4X1Z2N35AN36,r HAt,river mouth
D21Z1D2D21Z4N1,r Hry,"master, chief"
D21Z1N1,r Hry,"master, chief"
D21Z1D2N1,r Hry,"master, chief"
D21Z1M3X1Z1,r xt,weapons
D21Z1S29Z4N31,rssy,"quite, entirely, at all"
D21Z1O34N37Z4D54N23Z1,r sSy,ford ?
D21Z1S29X1U30G1V2D54,r stA,ramp
D21Z1V2V2V2N25,r stAw,necropolis
D21Z1N35N41X1Z1,r n idt,uterus
D21Z1U28G1G43A24Z2,r DAw,mellay
D21Z1U28G43A24,r DAw,mellay
D21U28G43D40Z2,r DAw,mellay
D21Z1U28M17M17G43D40Z2,r DAw,mellay
D21M17M17X1,rwt,see under  wDa-rwt
E23Z1M17X1D41,rit,side
D21D36N5Z1,ra,sun
N5Z1V30,ra nb,everyday
D21D36G7C,ra,Re
D21D36N5A40,ra,Re
N5Z1A40,ra,Re
C2,ra,Re
N6Z1,ra,Re
D21D36N5A40,ra,Re Sun god
D21D36X1N5B1,rat,sun goddess of queen
E23Z1,rw,lion
E23Z1E23Z1U33M17,rwty,double-lion god
E23Z1E23X1Z4O1,rwty,lion's den
D21G43X1O32,rwt,gate
D21X1Z4AO1,rwty,two gates
D21Z7X1Z4N1,rwty,two gates
D21G43X1Z4O32DO32D,rwty,two gates
D21G43X1Z4N1,rwty,outside
D21G43X1O32D,rwty,outside
D21G43X1Z4O1,rwty,outside
G17D21G43X1Z4N1D21,m rwty r,absent from
D21G43X1N1A1,rwty,"outsider, stranger"
D21Z7X1Z4N1,rwty,"outsider, stranger"
D21G43X1N1,rwt,see under  wDa-rwt
D21V4G1N31,rwA,consider doing something
D21V4,rwA,consider doing something
D21G43A32,rwi,"dance, palpitate of heart, clap hands"
D21Z7Z7D54,rwi,palpitate of heart
D21M17G43D92,rwi,clap hands
D21G43X1D36,rwt,dance
D21G43X1A28,rwt,"dance, palpitate"
D21X1G43D92,rwt,dance
D21G43M17D54,rwi,"go away, depart, pass away, advance against,
serve someone"
D21G43M17D54,rwi,"expel / drive off / remove someone,
something, leave a place, escape harm"
D21G43D54,rwi,advance against
D21G43M17D56D54,rwi,serve someone
D21G43G43D54,rwi,leave a place
D21G43M17X1D54,rwit,interruption
D21G43G43X1D54Z2,rwwt,departure
D21G43M17M43,rwi,vineyard ?
E23D21M17M17X1O1,rwyt,"court of law, hall"
E23X1O1,rwyt,"court of law, hall"
E23M17M17X1O1,rwyt,"court of law, hall"
U13D21M17M17X1O1,rwyt,"court of law, hall"
D21G43D46G43O40N33A,rwdw,"stairway, tomb - shaft"
D21G43D46O40,rwdw,stairway
D21G43D46N21N21N21,rwdw,stairway
D21G43D46T12O1,rwdw,tomb - shaft
D21V24G43T12,rwD,"cord, bow-string"
T12,rwD,cord
D21G43D46T12,rwD,bow - string
D21G43D46T12V1Z2,rwDw,sinews
D21V24I10T12,rwD,"hard, firm, strong, enduring, permanent,
effective, persistent"
D21V24I10T12,rwD,"prosperous, prosper, successful, succeed,
prevail over"
T12Y1,rwD,hard
D21G43D46T12,rwD,hard
D21D46T12Y1,rwD,"enduring, permanent"
T12,rwD,"enduring, permanent"
T12A24,rwD,"prosperous, prosper"
D21D46T12M32Y1,rwD,"prosperous, prosper"
D21G43D46Y1,rwD,"prosperous, prosper"
T12A24,rwD,"prosperous, prosper"
D21G43D46I7Y1,rwD,"successful, succeed"
D21V24T12,rwD,prevail over
D21G43D46T12D40,rwd,"strength, firmness"
D21D46T12Y1Z2,rwd,"strength, firmness"
D21G43D46X1T12Y1,rwdt,success
D21D46X1T12Y1Z2,rwdt,success
T12,rwdt,success
T12X1O39,rwDt,"hard stone, sandstone"
D21G43D46X1O39,rwdt,"hard stone, sandstone"
T12G43D40,rwD,"control, administer"
T12G43D40,rwDw,agent
M31G43D40,rwDw,agent
D21D46G43T12,rwDw,agent
D21Q3G43Aa2,rpw,rot
D21Q3F27,rpw,rot
D21Q3M17M17X1B1,rpyt,female statue
D21Q3M17M17X1B1,rpyt,"female counterpart of diety, presiding goddess
of city"
D21Q3G43X1,rpyt,presiding goddess of city
D21Q3X1B73,rpyt,presiding goddess of city
D21Q3G43X1O286,rpyt,presiding goddess of city
D21Q3D36,rpat,"noble, heir"
D21Q3D36X1H8,rpat,"noble, heir"
D21Q3D36X1X1,rpat,"noble, heir"
D21X1Q3X1D36,rpat,"noble, heir"
D21X1X1Q3D36X1,rpat,"noble, heir"
D21I9,rf,not to be translated
D21V31,rk,not translated
D21A1,ri,not translated
M17D21I9,irf,not translated
D21G17K1,rm,fish
D21D21G17K1Z1,rm,fish
D21G17D4,rmi,"weep, beweep"
D21G17D9,rmw,weep
D9,rmw,weep
D21G17G43D9,rmw,weeping
D21G17G43X1D4Z2,rmwt,tears
D21G17M17M17X1D9A,rmwt,tears
D21G17G43D9,rmw,weeper
D143BG43,rmw,weeper
D21Y5N35D41,rmn,"shoulder, arm, uprights of ladder, side"
D41,rmn,"shoulder, arm, uprights of ladder, side"
D21N35D41,rmn,"shoulder, arm, uprights of ladder, side"
D41F51BZ1,rmn,"shoulder, arm, uprights of ladder, side"
D21D210N35,rmn,"shoulder, arm, uprights of ladder, side"
D21Y5N35D41N23,rmn,"side, half of sheet of water"
D21Y5N35D41B1Z2,rmn,"side, gang of rowers"
D21Y5D42,iry rmn dmD,total of each
D41,rmn,"half of rod, aroura"
D21Y5N35D41,rmni,"shoulder, carry, support, match, equal,
bearer, supporter"
D210N35,rmni,"shoulder, carry, support, match, equal"
D210N35,rmni,"bearer, supporter"
D21N35D41,rmni,"shoulder, carry, support, match, equal"
D21N35D41,rmni,"bearer, supporter"
D41N35O16,rmn,processional shrine
D42W24G43U33M17,rmnwty,companion
D21Y5N35W24G43X1D41Z2,rmnwtyw,companions
D41N35M17M17X1N23Z1,rmnyt,"department, domain"
D21Z1Y5N35N35N25,rmnn,Lebanon
D21G17D21G17Z9D40,rmrm,chastise
D21V13A1,rmT,"man, men, mankind, Egyptians"
D21G17V13N33A,rmT,"man, men, mankind, Egyptians"
D21Aa15V13A1B1,rmT,"man, men, mankind, Egyptians"
D21X1A1B1Z2,rmT,"man, men, mankind, Egyptians"
V13D21A1B1Z2,rmT,"man, men, mankind, Egyptians"
A1A1A1,rmT,"man, men, mankind, Egyptians"
H4X1Z2,rmT,"man, men, mankind, Egyptians"
D21U15A1Z2,rmT,"man, men, mankind, Egyptians"
D21V13X1A1Z2,rmT,"man, men, mankind, Egyptians"
D21V13X1A1Z2,rmTt,"men, mankind"
H4A1B1Z2,rmTt,"men, mankind"
D21U15X1A1Z2,rmTt,"men, mankind"
D21V13X1A1B1Z2,rmTt,"men, mankind"
D21V13X1A1Z2A,rmTt,"men, mankind"
D21V13A1B1Z2,rmTt,"men, mankind"
D21N35,rn,name
D21N35A2,rn,name
D21N35V10,rn,name of king
D21N35,rn,young one of animals
D21N35M17M17E3,rny,calf
D21N35M17M17E1,rn,calf
M4X1Z1,rnpt,year
M4X1Z2Z4AD2G43,5 Hryw rnpt,the five epagomenal days
F13X1Z1M4X1Z1,wpt rnpt,New Year's Day
D21N35Q3M17M17M4A17,rnpy,"young, fresh of water"
M7A,rnpy,"young, fresh of water"
M7AM17M17Y1,rnpy,"young, fresh of water"
D21N35Q3M7AM2,rnpy,"young, fresh of water"
D21N35Q3M5BA17,rnpy,"young, fresh of water"
D21N35Q3Z4M6A17,rnpy,"young, fresh of water"
